%time,field.values0,field.values1,field.values2,field.values3,field.values4,field.values5,field.values6,field.values7,field.values8,field.values9,field.values10,field.values11,field.values12,field.values13,field.values14,field.values15,field.values16,field.values17,field.values18,field.values19
1508833875179613175,0.400979995728,0.202077418566,-0.473743975163,-0.252774298191,0.182829469442,0.00311577320099,0.0472462512553,0.0407775081694,-0.048464667052,-0.0525347441435,0.0466353259981,0.0414063297212,-0.186136707664,-0.0739054828882,0.0284631662071,0.0259587466717,-0.494137555361,-0.0623875558376,0.0360353142023,0.0318421684206
1508833875196210950,0.4171885252,0.219085469842,-0.492034971714,-0.261689424515,0.18933698535,0.0047400444746,0.0496343411505,0.0427935831249,-0.0500776879489,-0.0547743588686,0.0506196282804,0.0449581481516,-0.190757796168,-0.0792194753885,0.0340400822461,0.0309589654207,-0.504998385906,-0.0634917765856,0.0443431213498,0.0389606915414
1508833875212892891,0.430965662003,0.236207082868,-0.507498562336,-0.269253373146,0.196099862456,0.00566655397415,0.053957555443,0.0464903973043,-0.0518178753555,-0.0574728101492,0.0557904727757,0.0495707131922,-0.194532200694,-0.084689065814,0.040502358228,0.0367580354214,-0.514102101326,-0.0649536699057,0.0523151680827,0.0458048544824
1508833875229541978,0.447418093681,0.260835289955,-0.526176989079,-0.283755719662,0.201818317175,0.0061459094286,0.0598273985088,0.0515321455896,-0.0531025566161,-0.0605222135782,0.061234716326,0.0544479526579,-0.198103889823,-0.0892191976309,0.0479639358819,0.0434221252799,-0.523221313953,-0.0666410326958,0.0620616227388,0.0541721917689
1508833875246247524,0.461795687675,0.280850172043,-0.542476296425,-0.287772536278,0.206465095282,0.00480860471725,0.0667406767607,0.0575375072658,-0.0542111434042,-0.0636745840311,0.0672482103109,0.0598414428532,-0.202037975192,-0.0936589688063,0.0550386346877,0.0497534200549,-0.532729208469,-0.0696572810411,0.0729168355465,0.0635405778885
1508833875262926688,0.471459448338,0.294007837772,-0.554338812828,-0.291134417057,0.211206942797,0.00336779654026,0.0748946964741,0.064616099,-0.0556003861129,-0.0673127621412,0.0744703710079,0.0663205683231,-0.206190019846,-0.0979627519846,0.0636472702026,0.0574360266328,-0.543217182159,-0.0727676302195,0.0852905958891,0.0742239952087
1508833875279562283,0.482662320137,0.306058138609,-0.566187262535,-0.294137269258,0.21637968719,0.000481367111206,0.083544164896,0.0721959322691,-0.0567964501679,-0.0711090713739,0.0819534510374,0.0730513632298,-0.210290238261,-0.103477343917,0.0750314742327,0.0676392838359,-0.554331064224,-0.077088162303,0.0983772426844,0.0855832546949
1508833875296668100,0.48818385601,0.311464130878,-0.57062959671,-0.29366838932,0.219235911965,-0.000926971435547,0.0882033258677,0.0762747228146,-0.0572570227087,-0.0729220658541,0.0854223966599,0.0761771947145,-0.211886435747,-0.105922564864,0.0797181874514,0.0718543305993,-0.560257196426,-0.0790870040655,0.10585154593,0.0920540988445
1508833875312944419,0.497496128082,0.320950329304,-0.579075276852,-0.288890361786,0.224772781134,-0.00323602557182,0.0984398573637,0.0852075368166,-0.0585348121822,-0.0774539262056,0.0952603369951,0.0850314199924,-0.214919552207,-0.10953246057,0.089501708746,0.0805829912424,-0.57202398777,-0.0823596119881,0.119040206075,0.103456690907
1508833875329811435,0.506658554077,0.331918001175,-0.588227629662,-0.2858928442,0.229922741652,-0.00583872199059,0.10943891108,0.0948255360126,-0.0598435290158,-0.0816108137369,0.1048425138,0.0936533510685,-0.218498900533,-0.113185808063,0.100848987699,0.0907031297684,-0.582946240902,-0.0844798237085,0.131510406733,0.1141962111
1508833875346244811,0.512740135193,0.341581135988,-0.595866501331,-0.281186342239,0.233919978142,-0.00779590010643,0.119455933571,0.103574082255,-0.0613945387304,-0.0855445116758,0.115951612592,0.103616401553,-0.221101611853,-0.116293773055,0.110318750143,0.0991665124893,-0.593056678772,-0.0865781158209,0.14362847805,0.124643594027
1508833875362940948,0.519738256931,0.354526340961,-0.604880154133,-0.27075651288,0.236929550767,-0.00900967419147,0.128937214613,0.111821353436,-0.0633764714003,-0.0893274992704,0.1284532547,0.114805534482,-0.222982153296,-0.120385870337,0.119050741196,0.107068553567,-0.601975262165,-0.0896838754416,0.1551412642,0.134656757116
1508833875379652612,0.525494813919,0.366452366114,-0.614201128483,-0.263937532902,0.239275246859,-0.0101750046015,0.137646108866,0.119404032826,-0.0648531913757,-0.0942139476538,0.141453132033,0.126551136374,-0.226243570447,-0.124358579516,0.130805432796,0.117632910609,-0.610832929611,-0.0925955623388,0.167273893952,0.145193457603
1508833875396197353,0.531725823879,0.381732344627,-0.625281751156,-0.250151306391,0.241325885057,-0.0120245367289,0.146637529135,0.127285853028,-0.0660896450281,-0.0981509536505,0.150974452496,0.135184556246,-0.229597449303,-0.128572568297,0.142182216048,0.127903342247,-0.618263483047,-0.0960108786821,0.177943214774,0.154530912638
1508833875412867474,0.538466393948,0.397882282734,-0.636379063129,-0.2370403409,0.243617624044,-0.0145062059164,0.155360475183,0.134982213378,-0.0674469172955,-0.102278038859,0.161212801933,0.144475564361,-0.232573255897,-0.132726386189,0.154857456684,0.139341339469,-0.626017212868,-0.0996402800083,0.188805833459,0.16405698657
1508833875429540743,0.543746948242,0.411524891853,-0.643971681595,-0.232477128506,0.245798036456,-0.017147526145,0.164986908436,0.143481895328,-0.0687035322189,-0.106325253844,0.171051651239,0.153429195285,-0.23536285758,-0.136907145381,0.166909322143,0.150258913636,-0.632407605648,-0.103850856423,0.199223652482,0.173268571496
1508833875446205774,0.548571705818,0.425483763218,-0.651912152767,-0.228905051947,0.24782115221,-0.0196560770273,0.175682395697,0.15291325748,-0.0694647282362,-0.110599949956,0.180257901549,0.161872550845,-0.23762819171,-0.142007008195,0.17946049571,0.161724299192,-0.638958573341,-0.107502996922,0.211600795388,0.184140533209
1508833875462868590,0.553408384323,0.43835824728,-0.659595310688,-0.221943631768,0.249715417624,-0.0223321765661,0.18423910439,0.160512790084,-0.0703317821026,-0.115955814719,0.191588923335,0.172312617302,-0.239631652832,-0.146606370807,0.190574407578,0.171897917986,-0.645024418831,-0.111759781837,0.224992230535,0.195959225297
1508833875480097279,0.558014154434,0.45123052597,-0.665735423565,-0.209334984422,0.252099692822,-0.0255366712809,0.19440664351,0.169559776783,-0.0711361318827,-0.1210847646,0.202129304409,0.182055652142,-0.241909295321,-0.151792183518,0.203301787376,0.183578699827,-0.651202976704,-0.115410327911,0.239275023341,0.208508864045
1508833875496312071,0.560601651669,0.46205124259,-0.669446289539,-0.199257940054,0.254301100969,-0.0285731106997,0.206863388419,0.180598855019,-0.0718413442373,-0.125884667039,0.211632102728,0.190869003534,-0.244022578001,-0.156714633107,0.216793358326,0.195943161845,-0.656624436378,-0.119058817625,0.252930641174,0.220543131232
1508833875512889555,0.561996519566,0.466843962669,-0.670464098454,-0.194098114967,0.255164176226,-0.0300068110228,0.211907222867,0.185085713863,-0.0722616612911,-0.128774389625,0.217475652695,0.196301117539,-0.245059147477,-0.159619018435,0.224492490292,0.203031674027,-0.658722996712,-0.121064931154,0.258630275726,0.225617781281
1508833875529556979,0.564533233643,0.477925091982,-0.67416125536,-0.183139741421,0.256487965584,-0.0329424291849,0.220556035638,0.19282899797,-0.0733508914709,-0.135396167636,0.229660212994,0.207712188363,-0.246900349855,-0.165563508868,0.243165463209,0.220170006156,-0.662833988667,-0.124698609114,0.272256970406,0.237665876746
1508833875546273605,0.566712498665,0.486903011799,-0.677915036678,-0.17201423645,0.257579475641,-0.0363494604826,0.229445025325,0.200840741396,-0.0746121406555,-0.142899796367,0.242640405893,0.219960436225,-0.248231858015,-0.170643255115,0.259174048901,0.234890177846,-0.666104435921,-0.127979129553,0.288145899773,0.251667380333
1508833875562919764,0.569537937641,0.497947454453,-0.679507374763,-0.155837923288,0.258438676596,-0.0406487137079,0.240350916982,0.210713654757,-0.0756765305996,-0.151337459683,0.256622254848,0.233243003488,-0.249131679535,-0.176171764731,0.272984862328,0.247743681073,-0.668544232845,-0.131064116955,0.304716408253,0.266271203756
1508833875579880150,0.571389496326,0.509581029415,-0.678774654865,-0.135940432549,0.258687496185,-0.0460034459829,0.253012061119,0.222249686718,-0.0766619443893,-0.159884229302,0.271369695663,0.247269555926,-0.249888509512,-0.182642027736,0.287963092327,0.261792123318,-0.670175671577,-0.135420501232,0.319861471653,0.279811680317
1508833875596294976,0.571601212025,0.519696116447,-0.677551269531,-0.117907144129,0.25846529007,-0.0517415255308,0.266475319862,0.234551548958,-0.0773592889309,-0.168815240264,0.2864561975,0.261696904898,-0.250248283148,-0.190572336316,0.304410845041,0.277383685112,-0.671743512154,-0.140931129456,0.335089623928,0.293585538864
1508833875612907263,0.571233808994,0.52924567461,-0.677300274372,-0.101582542062,0.257962763309,-0.058099552989,0.280954778194,0.247844457626,-0.078066945076,-0.178519919515,0.303494930267,0.278037786484,-0.250258922577,-0.199299052358,0.325567990541,0.297356128693,-0.673159956932,-0.146598368883,0.355251193047,0.311700075865
1508833875629546140,0.569924771786,0.538078665733,-0.677132070065,-0.0898835062981,0.257592231035,-0.0648070126772,0.295969128609,0.261681556702,-0.0795160084963,-0.189499482512,0.324560374022,0.298238962889,-0.249908030033,-0.209221854806,0.350117474794,0.320622205734,-0.673915863037,-0.151756584644,0.381157755852,0.334805428982
1508833875646262168,0.567821025848,0.549989044666,-0.675708830357,-0.0808722153306,0.257290184498,-0.0719315558672,0.312660366297,0.277084320784,-0.0811397582293,-0.20082141459,0.346152096987,0.319053202868,-0.249588519335,-0.218789562583,0.374335497618,0.34364259243,-0.67441958189,-0.157290518284,0.407416522503,0.35833054781
1508833875662884435,0.566527426243,0.558986127377,-0.674897193909,-0.0765546560287,0.256477862597,-0.0796457082033,0.330428242683,0.293552994728,-0.0829730182886,-0.213144496083,0.369850665331,0.342036813498,-0.249223142862,-0.228081360459,0.400567859411,0.368554234505,-0.674585461617,-0.162326455116,0.431913077831,0.380310148001
1508833875679589214,0.565665960312,0.571564912796,-0.672506093979,-0.0695245265961,0.255073159933,-0.0880301147699,0.349721133709,0.311511874199,-0.0853112339973,-0.225820526481,0.394815057516,0.366346150637,-0.249961137772,-0.237527415156,0.427687674761,0.394414901733,-0.67420989275,-0.168593227863,0.455420732498,0.401680082083
1508833875696212890,0.564099609852,0.583132982254,-0.671555161476,-0.0695175975561,0.253819674253,-0.0969131737947,0.368636846542,0.329278975725,-0.0881144404411,-0.238013193011,0.422464996576,0.393182009459,-0.250639081001,-0.246713444591,0.451328843832,0.417196273804,-0.673622906208,-0.175126820803,0.47861713171,0.422890424728
1508833875712873307,0.561699450016,0.59005689621,-0.67156869173,-0.0737852156162,0.252140522003,-0.106290057302,0.392088890076,0.351206690073,-0.0897400081158,-0.250139594078,0.450342953205,0.420397639275,-0.250714123249,-0.257289648056,0.476801782846,0.442002415657,-0.672538161278,-0.181272178888,0.505131423473,0.447028636932
1508833875729587548,0.560139358044,0.593666791916,-0.671315014362,-0.0756639838219,0.251155585051,-0.11111061275,0.403693050146,0.362117648125,-0.0905841290951,-0.256748616695,0.466920047998,0.436590224504,-0.250763982534,-0.263453900814,0.493409246206,0.458144366741,-0.67199587822,-0.183988392353,0.521457195282,0.461768746376
1508833875746257190,0.556528687477,0.601263701916,-0.670502603054,-0.078501984477,0.248824730515,-0.12132512033,0.430408269167,0.387221366167,-0.0919837802649,-0.270255625248,0.498666077852,0.467885643244,-0.251109421253,-0.276633858681,0.528211534023,0.492176830769,-0.670445084572,-0.187619447708,0.55535620451,0.492109417915
1508833875762879241,0.552950322628,0.607601046562,-0.669302940369,-0.0824631974101,0.245913699269,-0.132324978709,0.460791796446,0.415858596563,-0.0926252603531,-0.284086406231,0.531200647354,0.500188171864,-0.252145558596,-0.288802623749,0.560877382755,0.524253368378,-0.66942948103,-0.191701203585,0.58825802803,0.52171421051
1508833875779556955,0.548446893692,0.617069959641,-0.666506588459,-0.082920499146,0.241818845272,-0.143456861377,0.492700368166,0.446033120155,-0.0932657569647,-0.296640217304,0.563656568527,0.532410442829,-0.253661781549,-0.29954212904,0.595934867859,0.55847120285,-0.667480170727,-0.193901389837,0.618559896946,0.548780500889
1508833875796245633,0.544547200203,0.624879360199,-0.666101396084,-0.0843759998679,0.23682795465,-0.155525013804,0.525679528713,0.477508723736,-0.0946115553379,-0.306221425533,0.596729159355,0.56482988596,-0.254556775093,-0.310343682766,0.626514613628,0.588741779327,-0.665723264217,-0.196078896523,0.647786259651,0.574933230877
1508833875812912388,0.539916753769,0.632979631424,-0.665831804276,-0.0867820680141,0.23217099905,-0.167758718133,0.560324549675,0.510708153248,-0.0980758666992,-0.314164876938,0.631592869759,0.598783791065,-0.254907011986,-0.317408144474,0.65630543232,0.617678821087,-0.664065003395,-0.201069116592,0.672099649906,0.597362220287
1508833875829543034,0.535427868366,0.641368508339,-0.664896845818,-0.0867926478386,0.226222112775,-0.178788617253,0.598428964615,0.547009646893,-0.102226853371,-0.320082366467,0.665405035019,0.631502687931,-0.254497677088,-0.323901772499,0.684963703156,0.645580351353,-0.661246657372,-0.202433943748,0.700663745403,0.622877001762
1508833875846253714,0.529661417007,0.651259183884,-0.662069261074,-0.0837569013238,0.22026322782,-0.188314989209,0.636282324791,0.582981944084,-0.105319067836,-0.324372708797,0.696740686893,0.661697149277,-0.256094098091,-0.32994300127,0.717443585396,0.677063345909,-0.657974243164,-0.201724439859,0.728430330753,0.647300541401
1508833875862971404,0.524429857731,0.658621668816,-0.660694301128,-0.07765737921,0.215289503336,-0.197280719876,0.672826647758,0.617860198021,-0.106917127967,-0.325935184956,0.726206064224,0.689658880234,-0.261819392443,-0.332999587059,0.75130212307,0.709239959717,-0.653326809406,-0.202519506216,0.753806531429,0.669983386993
1508833875879572553,0.52023088932,0.663219928741,-0.660872340202,-0.0746940746903,0.209860935807,-0.20445869863,0.712193071842,0.65511494875,-0.107450485229,-0.325242102146,0.763466954231,0.724559724331,-0.265300154686,-0.333899259567,0.783648431301,0.739583611488,-0.648469209671,-0.204547166824,0.782257854939,0.695705473423
1508833875896251146,0.515317738056,0.668498754501,-0.660926699638,-0.0724587440491,0.203831791878,-0.206996425986,0.756350517273,0.695834338665,-0.106543421745,-0.323013007641,0.799633860588,0.758121967316,-0.265736967325,-0.334924578667,0.824131011963,0.777680158615,-0.639192640781,-0.196707636118,0.815745830536,0.723740398884
1508833875912937303,0.509616613388,0.674341201782,-0.661296725273,-0.0709506347775,0.196879774332,-0.206281378865,0.797340631485,0.732989132404,-0.104421928525,-0.320815622807,0.838041067123,0.793802559376,-0.265794426203,-0.331016182899,0.857334375381,0.807747244835,-0.628146409988,-0.178993195295,0.849358260632,0.749491631985
1508833875929624803,0.369687318802,0.477167516947,0.0154678532854,-0.000894600583706,-0.0978389680386,-0.443497866392,0.886705756187,0.811345279217,-0.131033569574,-0.546958744526,0.922342956066,0.868128657341,-0.0870859995484,-0.520460009575,0.944927215576,0.883433282375,-0.3382127285,-0.304174363613,0.943847119808,0.825585901737
1508833875946239137,0.50210493803,0.679551005363,-0.661251425743,-0.0672086253762,0.185032963753,-0.20323561132,0.851531147957,0.781624734402,-0.102289289236,-0.314928591251,0.88835644722,0.83976149559,-0.264020740986,-0.32200294733,0.902026295662,0.847221493721,-0.614281177521,-0.155597269535,0.886281251907,0.77669352293
1508833875962898163,0.498584806919,0.680831551552,-0.662315905094,-0.063587911427,0.176159754395,-0.201041534543,0.884141504765,0.810773432255,-0.100241407752,-0.306456565857,0.929321944714,0.876111328602,-0.264541983604,-0.314646720886,0.93357104063,0.874726951122,-0.607890367508,-0.153943806887,0.906486093998,0.794167280197
1508833875979569352,0.495688855648,0.681329250336,-0.664029300213,-0.0608580373228,0.169160842896,-0.200469866395,0.916976630688,0.840542435646,-0.101021483541,-0.295785605907,0.974694013596,0.915774643421,-0.26514428854,-0.280201017857,0.972912549973,0.901862382889,-0.598403215408,-0.173323571682,0.935945093632,0.825382053852
1508833875996366415,0.492021620274,0.679253816605,-0.667328894138,-0.0586587786674,0.162571966648,-0.198256537318,0.954488039017,0.874105870724,-0.102781623602,-0.268415153027,1.01899647713,0.94940251112,-0.264650195837,-0.213987365365,1.01732778549,0.924054503441,-0.584311842918,-0.19031020999,0.973447144032,0.863304197788
1508833876013180130,0.487647473812,0.672824144363,-0.673457562923,-0.0555698797107,0.156779661775,-0.192291125655,0.990712165833,0.90540510416,-0.107038035989,-0.232929393649,1.05831086636,0.975570380688,-0.267845451832,-0.199086919427,1.04482483864,0.94483923912,-0.570244312286,-0.18924510479,1.01281058788,0.897948741913
1508833876029556995,0.484629392624,0.664895415306,-0.68048787117,-0.0491438210011,0.152559831738,-0.176599636674,1.02520227432,0.932226598263,-0.110252946615,-0.207494810224,1.09004676342,0.99724572897,-0.269446521997,-0.170640781522,1.07890713215,0.967035770416,-0.561548292637,-0.187531888485,1.04595088959,0.926829218864
